baseMean	log2FoldChange	lfcSE	pvalue	padj
ABCA8	133.294226773712	0.15575996161026	0.168541999520595	0.0434005965672664	0.314183628987508
ABCA9	9.93345887294443	0.00355419204031591	0.106316139293541	0.865382238190451	NA
ABCB1	21.4664486944095	0.0090524383129126	0.104542527358079	0.756270241714057	0.912981575829086
ABCB10	459.548926765339	0.204888480479711	0.122048334983734	0.0123744818381147	0.17244781114015
ABCB6	895.905068014898	-0.00382355896381903	0.0684834866733165	0.941910644142619	0.979225954006416
ABCB7	367.029897773056	0.0232127870901916	0.0810616572852225	0.670729464217812	0.878709173289415
ABCB8	413.357721236126	-0.0530675402483067	0.0845907657444058	0.353733553590975	0.702515217996392
ABCB9	215.867131857752	0.0200921545755851	0.0840945390410916	0.702247913750811	0.890625285534597
ABCC1	685.951527469629	0.0929125856081608	0.110960384126599	0.141160128226991	0.503794962709764
ABCC10	315.408259155391	0.109220636995124	0.139192693277708	0.08925383898456	0.427127115666906
ABCC4	500.186380814235	0.0634414183340195	0.105071506032959	0.257767888690094	0.621583308753647
ABCC5	928.759729326533	0.45995373545444	0.144532938659545	8.52963448056731e-05	0.00408895837935825
ABCD1	54.7566001673944	0.0664890978520431	0.125566839060653	0.132130581683741	0.489995570664022
ABCD3	839.730133253389	-0.126354117130125	0.0821362061393187	0.0420509264069795	0.308531487098786
ABCD4	129.86499964876	0.0115293550090899	0.090037826923874	0.820195240152555	0.938818829243553
ABCE1	3161.86058010183	-0.044386446938868	0.062648665015531	0.388774882619876	0.722902876143189
ABCF1	1610.45333724108	-0.0447244970641698	0.0631426657327164	0.383057153664028	0.719532176625091
ABCF2	1520.77272486667	-0.0631178201594448	0.0701594671957502	0.249404596367843	0.615753077830775
ABCF3	1042.28977650812	-0.0836069801630121	0.0924509990361427	0.173698377439998	0.54439154364532
ABHD1	91.3728606882302	-0.0400905948814502	0.104845071786305	0.379735654483389	0.719264355915258
ABHD10	451.745121346645	0.00451493213280018	0.0743787241678784	0.934656521744092	0.97769744330315
ABHD11	86.1895027856959	0.00851774199435077	0.0940101217323769	0.859643943853413	0.951959541154736
ABHD12	464.651629314336	-0.126791067279039	0.117510218904544	0.0690465167340767	0.38455689422796
ABHD13	290.798724407205	0.0822784814688538	0.101338738057261	0.180751224387796	0.550211379615903
ABHD14A	60.7135717867119	0.0569466256928571	0.114192249494613	0.224890697822037	0.597871185222963
ABHD14B	194.100112550561	0.110025993936174	0.134671872912449	0.0918897380755729	0.430618469561023
ABHD15	65.0046025912604	-0.0826303151142484	0.133362501270454	0.111680712941631	0.462678330590305
ABHD16A	312.933202297544	-0.0839444034102707	0.100389293180888	0.170089075977648	0.540777346358427
ABHD16B	42.4528474835835	0.000907130341026498	0.0997780503684366	0.982854002870156	0.99369656581159
ABHD17A	1248.31746602962	-0.0564892964372568	0.105590164334182	0.284514067739147	0.646582486121211
ABHD17B	219.20023449086	-0.0543302721691629	0.0930107571711314	0.339070991451916	0.692809708071417
ABHD17C	266.467121774057	-0.0720892690079412	0.0989947042114779	0.225987610869014	0.599054223213746
ABHD2	799.834192324669	0.0681050369942057	0.0979900814738822	0.24752182658855	0.614579524016233
ABHD3	209.182206960967	-0.043553639080196	0.0963417427310692	0.413557670255275	0.737374307971761
ABHD4	180.146162300982	0.0631121478702612	0.0990467084569971	0.272122036731688	0.63407454889002
ABHD5	162.35729249859	-0.139688393939238	0.141543275682347	0.0566406559361954	0.356554553904626
ABHD6	146.817631911398	0.0462786835131468	0.0980267339555145	0.385418274320022	0.720429350872088
ABHD8	200.794777285647	-0.03772267030341	0.0910366995028488	0.485557236127655	0.779742168055256
ABI1	719.50625109178	-0.00332661965442997	0.0710652456970674	0.94992109368548	0.981969678512358
ABI2	1267.2990729248	0.119252338682882	0.0870816642886962	0.0611315637526586	0.369000769120133
ABI3	16.7902914116246	0.0347359903810595	0.113566386054711	0.157691518054076	0.523879484053116
ABI3BP	41.0176984693234	0.105423155656118	0.170048441794709	0.0430793998165517	0.312731125743957
ABL1	1400.42772232394	0.0268007240219175	0.0802137928939187	0.627374135949235	0.858302307680998
ABL2	565.717974366605	0.0791955533134482	0.110626560331485	0.183394367599206	0.553072541397419
ABLIM1	574.186743607152	0.135885579787008	0.160138107510762	0.0563108402671675	0.356142807054156
ABLIM2	163.741856077474	-0.00501503808735857	0.0881807687883062	0.921216226535763	0.97379382113927
ABR	463.294870914782	0.0872182512439646	0.099955961726277	0.162564231237764	0.530025494757532
ABRACL	612.508783396755	-0.0385137946482503	0.0942895987740179	0.465120324171966	0.767016128806414
ABT1	523.696913423731	-0.0101448354545411	0.0741189453994847	0.850704051804311	0.948982729547117
ABTB1	30.8890798557798	-0.0382256788694926	0.111582790690853	0.264847513522869	0.627001679886079
ABTB2	339.377730242774	0.00367805532945004	0.0905186303270852	0.929851895075326	0.976015732168075
ACAA1	379.712102761003	-0.271950600240444	0.122821862051901	0.0025097500609671	0.0604942718399033
ACAA2	900.093134043819	-0.0947339003166403	0.101382260895566	0.135571530020515	0.493353732096016
ACACA	1005.09367690233	0.0492142424538436	0.104959460121054	0.328432129125144	0.685441687917912
ACACB	707.872230945411	0.64206774512435	0.162214073362022	3.85098007061945e-06	0.000298359265471326
ACAD10	136.337603717591	0.0246316496254682	0.0909319044406405	0.635794833883483	0.863546436782838
ACAD11	19.5045726971533	-0.00364649961300737	0.104953144826709	0.887939317568892	0.961115855091617
ACAD8	246.304435006516	-0.067036687686667	0.106409067589778	0.23638085940092	0.606874210531455
ACAD9	662.145458174134	0.00559916971366386	0.0712535802433895	0.919212943310915	0.973170796720229
ACADM	1037.70061145999	0.100372463362619	0.0802279199953564	0.0969045953769084	0.439089918134878
ACADS	77.3608936891513	0.0058897691763726	0.100398624030191	0.878000634340516	0.955938535207045
ACADSB	246.348955345351	0.0644847711424288	0.100888829026904	0.262774599599808	0.625927628241825
ACADVL	1218.98435495962	0.013620944068491	0.0710882000238554	0.804960433258985	0.932066986860506
ACAP1	11.6245131179949	0.00473780762923898	0.106358855165757	0.821989803826927	NA
ACAP2	461.554458398263	0.0219378662007005	0.085707404616376	0.681746325779361	0.883499862401137
ACAP3	571.172549433496	-0.00786780737723902	0.0736190586572745	0.883420032605741	0.958855499032382
ACAT1	1319.85560835381	-0.163873801520732	0.106760441165034	0.0247879577256376	0.245353656088897
ACAT2	2820.75039696227	-0.106283187020038	0.0989016283696101	0.0982394840161619	0.440988319974252
ACBD3	645.014262332988	0.0738176830351782	0.0963929601810639	0.213386796024747	0.586329435731077
ACBD4	87.375538191885	0.232099359980575	0.274405951274805	0.0182286002914917	0.209967664950492
ACBD5	333.018976099657	0.069364335115494	0.0957505454702029	0.24395035770908	0.612511160482521
ACBD6	609.569226672483	-0.0742602197644247	0.0959668064382289	0.216783874182803	0.588958988279274
ACBD7	47.8869007522429	-0.0330049484634097	0.105524603993105	0.416390581396226	0.739557642791911
ACCS	23.3007881570311	0.0254816279896358	0.107951031428437	0.396412263529089	0.726806944968445
ACD	394.70622073712	0.000324045344356193	0.0811605288241348	0.995934541797496	0.997840959653755
ACE	23.3959548483716	-0.0306335131678731	0.109460083914868	0.324652219856815	0.682551008505298
ACER2	25.2526155089191	0.0670879539479291	0.136502141662822	0.0245593068184876	0.24457837608985
ACER3	63.576846162072	-0.0307417405673426	0.101909395073901	0.486965958509687	0.780488722566443
ACIN1	2749.96877783674	-0.0209681412522287	0.0638671306036996	0.684197733517672	0.884294907314229
ACLY	3016.89042390957	0.0592145562326488	0.101874480797858	0.279379196261037	0.640323933532955
ACN9	303.870767005193	-0.0536495479666084	0.0950312235343468	0.337994456320911	0.69193706251541
ACO1	681.199537404616	0.0434370661065957	0.086707702384348	0.439090466423562	0.751012025094492
ACO2	2710.7829186872	0.0185950979829563	0.0566006718320585	0.70723337087602	0.892915931815306
ACOT1	10.8975838837477	0.0250808336013727	0.110107930884928	0.265325278976525	NA
ACOT11	112.501632898731	-0.0122745103575829	0.092495091865947	0.801389381691048	0.930409176524861
ACOT13	431.374703641581	-0.041400562676539	0.0855148856951378	0.45831336869074	0.761637955009001
ACOT2	481.370518813116	-0.0517144099428349	0.0882326077920065	0.364489970942053	0.711613393649133
ACOT7	708.294040215407	-0.0251981705529664	0.0820934176712676	0.637499803126378	0.864232861791423
ACOT8	231.431801355734	-0.0296856080943805	0.0968028306892849	0.544986279061034	0.810026776177851
ACOT9	214.392613514257	-0.0873121416241578	0.117980543680017	0.148292830996986	0.512568702736916
ACOX1	758.47769372852	-0.0586913018332948	0.0764856759587026	0.299594520137139	0.658425568023278
ACOX3	194.141563665586	-0.021284011785728	0.0880442266481739	0.6871604936254	0.88487831710805
ACP1	1595.53026801919	-0.0979871574448677	0.0786303741003676	0.098606859334831	0.441230662777593
ACP2	322.629813113818	-0.0785980987065996	0.1059047989945	0.1906460322138	0.560098413732527
ACP6	59.0361404113101	-0.0306120624622577	0.105222979726468	0.438533044641351	0.750782175687667
ACPP	167.649268137969	-0.018085619409718	0.087448270291228	0.726108926483118	0.900008991652785
ACRV1	10.9789758879164	0.00238172545425889	0.10690413713725	0.893710423172148	NA
ACSF2	41.4026086030195	0.0100093542345748	0.103793469120751	0.751718276246753	0.910953265981973
ACSF3	236.22804464737	0.0353380176465526	0.0888943357596182	0.517323752362879	0.795139829576323
ACSL1	187.369098867544	-0.0834165232869425	0.11895948982379	0.154424710031192	0.519909275105971
ACSL3	1298.24572721113	0.0289537910357639	0.0689608155305518	0.577992763528753	0.828497610239325
ACSL4	430.7171691259	0.0429444143145731	0.0940723267346095	0.428495574211038	0.745582472200111
ACSM3	69.5240469218422	-0.0241590094191166	0.101217521829538	0.566941066041871	0.822389938214755
ACSS1	402.110729068566	-0.201856832144041	0.109640120815586	0.00961438918867975	0.150590721636409
ACSS2	244.124669475962	0.104177352904269	0.112339826436211	0.112450811671486	0.46284098669619
ACSS3	207.062267106557	0.033278760963227	0.0943328510854075	0.517757647093992	0.795139829576323
ACTA2	236.39195020849	0.195892728892248	0.139976594886871	0.0199740667750224	0.220698177541334
ACTA2-AS1	103.61910864876	0.0508465894848119	0.108259551655825	0.294837646728651	0.655391163650397
ACTB	35106.6077567084	-0.185788658953083	0.0982286691186107	0.0100198879941948	0.154159411504066
ACTG1	25386.8166350489	-0.0165348493124702	0.0750865272464022	0.755768328320988	0.912625599837085
ACTL10	106.380368213645	0.0553614112236862	0.113458798525473	0.236505692911889	0.606874210531455
ACTL6A	1292.67372266312	-0.0259999631551259	0.0650866621059009	0.612452815387497	0.850313156808923
ACTN1	1057.261710181	0.0314061157613837	0.080857244727125	0.571171320033122	0.824917620843089
ACTN2	455.92483184196	-0.0650874896010806	0.0902667636247165	0.265473291186049	0.627247704892697
ACTN4	3410.04275589204	0.0207347823309236	0.0745844653205537	0.704812880490622	0.891790070230965
ACTR10	505.848927622582	-0.128276222308327	0.10243698704645	0.0601927696682025	0.366636394708968
ACTR1A	1849.68323175401	-0.0344149608706991	0.0648613145891589	0.507739259764794	0.790045930077532
ACTR1B	591.440848137969	-0.0141945835174277	0.0740232390358721	0.792786706507824	0.927260763555719
ACTR2	5259.4309291239	0.0906458167653651	0.0746978616481681	0.115338438290831	0.466699436572502
ACTR3	2609.57768947526	-0.0163066140870041	0.0645847437107283	0.75263987444541	0.911458932432216
ACTR3B	347.353397120785	-0.00364718876888533	0.0881717734447663	0.940097664471835	0.979025121399146
ACTR3C	154.479882820765	0.124336645871116	0.140609974466998	0.072890412970481	0.393023483147335
ACTR5	219.46347993341	-0.0559966740315157	0.100355536067182	0.307588209144228	0.666040281188034
ACTR6	433.946515709274	-0.0811197401269499	0.106365684165902	0.180966112180062	0.550211379615903
ACTR8	226.362854706053	-0.0274382863895457	0.0874880937147815	0.60923294313841	0.848277924427158
ACTRT3	13.2642839020201	0.0206625008222981	0.108148125927204	0.404376767395645	NA
ACVR1	114.396778670818	-0.0560819283617071	0.107592824139988	0.276788680967165	0.637933904415142
ACVR1B	580.96265768226	0.0124386614512729	0.0858362306149228	0.815183739793877	0.937188969832861
ACVR2A	182.753857426044	-0.0686768322374062	0.106568275631963	0.229305637881645	0.601136391272406
ACVR2B	416.869704092266	0.0631766793521679	0.0947008860190516	0.278524216654497	0.639490422292279
ACVR2B-AS1	38.9039402790097	0.0848924175542302	0.148056576731505	0.0520478681543359	0.343534210867227
ACY1	51.0733728198567	0.0306838177425148	0.104277274067934	0.45668349167729	0.761225344718217
ACYP1	159.316656323248	0.0615797583998799	0.105723877695952	0.263285791800193	0.626380527521716
ACYP2	44.1154755822237	0.0198437632586018	0.105612554799421	0.532741064560772	0.803308352215362
ADA	104.122689916752	-0.241218763186487	0.26547998749354	0.0169242178374794	0.203386509448643
ADAL	192.034820682979	-0.0472490291591304	0.0928020563533981	0.394443066449705	0.72554962272928
ADAM10	833.752250515743	0.0848997507059595	0.0931343003734261	0.168663417672719	0.538861817483581
ADAM11	29.2356333493438	0.0228189740207329	0.105491318612839	0.502764130512806	0.787103430689762
ADAM15	417.843647550664	-0.177810364443467	0.104577915641651	0.0160967675216535	0.19789178587874
ADAM17	381.418780973755	0.0369178716076279	0.0990463075383157	0.458879704574314	0.7620283535008
ADAM19	59.869246475452	0.00228553877190269	0.100323135338223	0.95682196089331	0.983805564656554
ADAM1A	11.251717047889	0.0270220630140825	0.110578499194972	0.247471740299751	NA
ADAM22	74.4105519995238	-0.0595539743380224	0.113317275119597	0.2298197806159	0.601449474744128
ADAM23	67.9792079954457	-0.0151393684340813	0.0979592471402565	0.728043351179213	0.900135589802299
ADAM9	814.096366616305	0.00496496636865327	0.078166088460036	0.928458000541426	0.976015732168075
ADAMTS1	428.995642242891	-0.0352886662112879	0.0850056962208717	0.523011755506449	0.797441025945757
ADAMTS10	168.891701914835	0.478714522627996	0.171090445624916	0.000268768263182856	0.0106981275644895
ADAMTS13	22.9648061312662	0.0140806855013522	0.105376418822281	0.625655001645451	0.857483995094998
ADAMTS15	291.27466377702	0.621077706932758	0.144364688099944	9.16892793807683e-07	8.90111949078743e-05
ADAMTS17	21.1272217158762	0.0418945958662383	0.115582114875713	0.162249313289948	0.529743080927851
ADAMTS2	26.044958856563	-0.0822840832820719	0.150647395260222	0.0274966871814723	0.255881868943305
ADAMTS4	518.073654902857	0.48899779702538	0.10105782248146	8.5847715994469e-08	1.15195244472578e-05
ADAMTS6	11.9967953738062	0.027516398921237	0.110963337096823	0.223808406649455	NA
ADAMTS7	13.1096590608039	-0.0124062346285905	0.106552912491616	0.599051032573978	NA
ADAMTS8	67.2114748713677	0.629513511120672	0.258554858691788	0.000596954105802736	0.0205554355585408
ADAMTSL3	36.4258827920875	-0.0805787284308901	0.14462198528816	0.0500962744814713	0.336517887379655
ADAMTSL5	17.8106933740253	0.0199906349362874	0.107324309359338	0.458113842626641	0.761637955009001
ADAP1	48.6031245676207	-0.0730142239778692	0.129574305122017	0.117628207188638	0.469502834948577
ADAR	3096.79114584409	0.0507699882144267	0.0975544051326958	0.355314587265071	0.703815959190711
ADARB1	184.585270597741	0.0255270782831681	0.0951428706645819	0.602291663210476	0.844492975153244
ADAT1	202.790528221085	0.0877488107056011	0.13927532919183	0.0950501380762365	0.436116498249374
ADAT2	211.82638600424	-0.0196502558329793	0.0851861150882565	0.71391250401832	0.895403923705973
ADAT3	203.51344499697	0.00754980773712271	0.0947687794365594	0.87516551263316	0.955236213780618
ADCK1	89.8383522939393	0.0262452052591923	0.0963650058171125	0.588475740223485	0.834916433580348
ADCK2	448.848614983333	-0.0347804613385054	0.0827195471151617	0.529838499297893	0.801997663316825
ADCK3	453.0674023134	-0.0617885995969991	0.0819459003855924	0.285481770998804	0.647270070873662
ADCK4	489.193149085818	0.00840061735892587	0.0755633862996072	0.877892994557811	0.955938535207045
ADCK5	53.0057055719107	0.0507117150844903	0.11462848601664	0.223074350925068	0.59667559210699
ADCY1	28.2333121486207	-0.0340597836099987	0.110515014374715	0.290403104892283	0.651354297924023
ADCY3	821.314806471404	-0.0131897703595185	0.073047733259189	0.806464345484511	0.932978394882801
ADCY5	14.4214270058101	0.00142458056373653	0.105220092816428	0.955925509605357	0.983583117235046
ADCY6	193.328924634901	0.0824791543618679	0.105280489928724	0.181497532952001	0.551234581394384
ADCY7	109.623535322021	0.113096963069526	0.142780914038481	0.0825489764507925	0.413740978482134
ADCY9	743.280411116586	0.323163831347775	0.236794317301765	0.00780902352130507	0.132901020502153
ADD1	2519.90996994929	0.0325176871653128	0.0596638107848686	0.509578601637498	0.791105828484164
ADD2	33.7390082221516	-0.0154117683882804	0.103196369489011	0.661340837649739	0.873943706454743
ADD3	903.61127869308	0.00315600856453025	0.0683945295322982	0.953132355350461	0.982718373646839
ADD3-AS1	66.881820116842	0.00160593080536246	0.100359431431939	0.967778467760436	0.989010892624287
ADH5	1925.72259843785	-0.0453206872689526	0.0782426545266492	0.420339706384845	0.7421126938888
ADHFE1	11.4168239239436	0.0143286030697509	0.107102453482882	0.534359533623221	NA
ADI1	1120.45809482175	-0.129423015216604	0.115730441532752	0.0648332520973064	0.376355463259452
ADIPOR1	1315.84561765594	0.00104752516608269	0.0655488245298413	0.984298568867843	0.993771795136927
ADIPOR2	1337.44999075939	0.104719736249989	0.083974256616461	0.089022987259537	0.427127115666906
ADK	471.214059295709	-0.129170100171854	0.140023120474669	0.0669153374863931	0.381001764095754
ADM	15.6736212042177	-0.0519614519208698	0.124091121767698	0.0435376407926835	0.314301681950953
ADM2	131.991454872788	0.024104548442603	0.0910016871005014	0.642320186266654	0.866554571990762
ADM5	20.6210178069313	0.014984437391301	0.105660169462723	0.600393734427046	0.842921459098525
ADNP	1840.93542232733	0.0859213382925899	0.10430382534331	0.178167031253851	0.549157998355224
ADNP-AS1	71.4612606782808	0.00829555197637014	0.0994332379692563	0.837835730147772	0.943934031299525
ADNP2	685.160755085481	0.0782910324347983	0.105943418629857	0.198509423167308	0.569466018611145
ADO	1931.10139731943	0.239058743369329	0.0740353794381652	0.000179732320269809	0.00777207933764731
ADORA2B	30.6011262717866	-0.182769587010681	0.62218594197925	0.00685584668518491	0.123361167598211
ADPGK	371.231006004946	0.00158295678583339	0.0778071850354946	0.977475144280984	0.991808114744272
ADPGK-AS1	78.0245149122098	-0.0196202540997608	0.0997792587866928	0.643062650261389	0.866824362608482
ADPRH	58.3294698164108	0.0900951576497366	0.145976159788239	0.0752418784423968	0.398011171071783
ADPRHL1	27.3073036857073	-0.0332022053714209	0.109373537247697	0.326743119738971	0.684519064090156
ADPRHL2	734.281181477129	-0.139876885315228	0.113264474280711	0.0501509982740752	0.336517887379655
ADPRM	28.6500832397098	0.0599470391169278	0.124737463047314	0.112541550723584	0.46284098669619
ADRA1A	20.0726895285576	-0.0104605977022969	0.105735358401223	0.684409160515156	0.884458859537855
ADRA1B	393.832252616339	0.33293896078594	0.143987950102172	0.00144925214471417	0.0404419701357663
ADRA1D	3483.62698912554	-0.0925428450210108	0.0921645213746555	0.136252551250651	0.494276256153421
ADRA2A	18.2755044154157	-0.00866617062322309	0.105096690203674	0.747789122071601	0.909392059505181
ADRA2C	870.790919035045	0.130423400799188	0.116934597014837	0.0643805115980272	0.375269475575424
ADRB1	1210.55663544038	-0.210593335889703	0.0839538529466916	0.00197908818862212	0.0513401145527855
ADRB3	1180.95619623856	0.337410327893712	0.0864168278055052	8.6192832007493e-06	0.000597831168813406
ADRBK1	1458.35968957617	-0.0133233861592685	0.0758003813863028	0.802850184045645	0.931031539160559
ADRBK2	229.167225752016	-0.0477482523694247	0.0893529955039238	0.396067231307145	0.726495361146252
ADRM1	2416.62054580187	-0.275654435083956	0.0936204415968332	0.000361277938506259	0.0134739072997062
ADSL	1583.2690694331	-0.27503815062508	0.117838036643179	0.00185538041241213	0.0490846167641388
ADSS	742.33740764529	-0.0130917486680097	0.0748476504636642	0.808535222831729	0.933703130484599
ADSSL1	12.6586060720726	-0.0311398334520116	0.11242078854515	0.169881731325936	NA
AEBP1	475.920668596648	-0.0197644285554672	0.0785538156684505	0.715956603781564	0.895786991667146
AEBP2	669.350039895333	-0.0917920959752833	0.0871480005435396	0.133784612839983	0.49129563176532
AEN	934.611194884107	-0.0266716044463817	0.0770632808189644	0.626298405239146	0.857553128823135
AES	3650.96852260743	-0.0363546049922948	0.0857580559907863	0.512896813232112	0.793204518235135
AFAP1	1205.88375121033	0.0931434579253301	0.127845036189266	0.120942851405012	0.475012719941955
AFAP1-AS1	177.716124804784	0.0331931004257723	0.102597203449049	0.460714334230108	0.763710872941809
AFF1	517.561837637992	-0.519050949811399	0.218105395346517	0.000743390174207679	0.0242505426252811
AFF4	967.697009824399	0.0980341540666944	0.136455694347999	0.102201849936306	0.44505406286326
AFG3L1P	120.392930851044	-0.0602682713306961	0.104515801925883	0.276896586525297	0.637933904415142
AFG3L2	1814.54898569217	-0.048503672533158	0.0658340351518558	0.358077199401432	0.706427245046358
AFMID	357.621373413375	-0.160234120038111	0.137336825625262	0.0385718259858092	0.296515200366461
AFTPH	309.386333699917	0.116309673392157	0.114933702162681	0.0872122309913604	0.424176700518616
AGA	180.493769537583	-0.0585743984262357	0.102499227648592	0.289052037123103	0.650507908845922
AGAP1	826.118886210176	0.119989412977798	0.116256154165175	0.0804098841177372	0.408936050100542
AGAP2	270.706736142171	0.0274622193489413	0.0858834548182599	0.60647117904482	0.847522961826002
AGAP2-AS1	216.323003727396	-0.0489049765295811	0.0947686821352183	0.377388924667479	0.718756188563456
AGAP3	1062.86126748543	-0.0765261155657683	0.0996423525081334	0.204468465271258	0.575915672750446
AGAP5	23.0198938178606	-0.0100697592852872	0.104300516276475	0.738628845072905	0.904058239020262
AGAP6	14.3340938706912	0.00425619279062892	0.105414768478586	0.864427375427013	0.953345765002372
AGBL5	1943.99680772799	-0.0814029658877165	0.0898053593486621	0.180614152935616	0.550211379615903
AGER	14.6661506661171	-0.0410048938964912	0.11610324679857	0.13065731777238	0.488127338727124
AGFG1	1120.7494082893	0.00855439534448339	0.0715810736701969	0.874439313098665	0.955232843362082
AGFG2	124.391753215669	0.134779073665607	0.164235018268255	0.055720304006518	0.354089607623094
AGGF1	549.085761416395	-0.0355104505365529	0.0756866678885814	0.520523090345868	0.795821306510756
AGK	208.87732971412	0.00658546345888222	0.0941588972768607	0.88868586491512	0.961450680653052
AGL	748.531297963199	0.0601600361922961	0.100328118389234	0.287462692200768	0.648684882400347
AGO1	889.646128568675	0.0272805819449703	0.0957755900608301	0.580358028699754	0.82992090766381
AGO2	482.26604041403	0.0298484657032153	0.0987300417677537	0.530395807148626	0.802155805438591
AGO3	275.042037077338	0.020846633773001	0.0951243987441881	0.665850272231386	0.875864000503364
AGO4	218.417750713664	0.106518202543811	0.13068388823123	0.0994312784661492	0.443293704296118
AGPAT1	583.389382064325	0.0622984200342588	0.0875443205807992	0.287258674090618	0.648561821676234
AGPAT2	516.452435707945	-0.0689650396959899	0.103239759259522	0.237761371191925	0.607121273296136
AGPAT3	1333.43090176804	0.00769649246037147	0.0745921877346754	0.887791065662616	0.961035305278161
